date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:30:15	60862/60862	---M-Z	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2017:17:27%20GMT	https://html.themehour.net/barab/demo/	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/index.html	(from )
00:30:15	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Oct%202025%2023:30:53%20GMT	https://html.themehour.net/robots.txt		(from )
00:30:16	1536/1536	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-57x57.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-57x57.png	(from https://html.themehour.net/barab/demo/)
00:30:17	1695/1695	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-60x60.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-60x60.png	(from https://html.themehour.net/barab/demo/)
00:30:17	1991/1991	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-72x72.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-72x72.png	(from https://html.themehour.net/barab/demo/)
00:30:17	2098/2098	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-76x76.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-76x76.png	(from https://html.themehour.net/barab/demo/)
00:30:18	2642/2642	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-114x114.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-114x114.png	(from https://html.themehour.net/barab/demo/)
00:30:19	2808/2808	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-120x120.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-120x120.png	(from https://html.themehour.net/barab/demo/)
00:30:19	3408/3408	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-144x144.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-144x144.png	(from https://html.themehour.net/barab/demo/)
00:30:19	3645/3645	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-152x152.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-152x152.png	(from https://html.themehour.net/barab/demo/)
00:30:20	4378/4378	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202025%2017:17:29%20GMT	https://html.themehour.net/barab/demo/assets/img/favicons/apple-icon-180x180.png	C:/My%20Web%20Sites/barab/html.themehour.net/barab/demo/assets/img/favicons/apple-icon-180x180.png	(from https://html.themehour.net/barab/demo/)
